,Index,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 0,County,ORI,AGENCY NAME,POPULATION,VIOLENT CRIME,PROPERTY CRIME,MURDER,RAPE,ROBBERY,AGGRAVATED ASSAULT,BURGLARY,LARCENY,MTR VEHICLE THEFT,ARSON
275,208,77128,44314,Akron,OH,Akron,SUMMIT COUNTY,5660,0,0,0,266800,474600,432100,435300,476600,442300,399100,461400,554200,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
276,209,77048,44149,Strongsville,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5678,2302300,2185800,2081100,2083000,2031800,2031700,2096800,2139900,2163900,2213800,2380000,2567500,152.0,CUYAHOGA COUNTY,OH01851,STRONGSVILLE,"44,758",18,852,2.0,1.0,9,6,67,760,25,0.0
277,210,77510,45219,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,5688,1218900,1090000,986100,916500,916000,952800,956400,989500,1110400,1198900,1355100,1439900,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
278,211,76544,43140,London,OH,Columbus,MADISON COUNTY,5702,1538800,1494200,1498300,1495800,1413000,1413000,1446000,1478400,1591300,1660800,1841600,1879600,397.0,MADISON COUNTY,OH04901,LONDON,"10,202",14,254,0.0,2.0,2,10,52,189,13,1.0
279,212,77042,44142,Brook Park,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5728,1497100,1382600,1317200,1306700,1206500,1144800,1129500,1085200,1145500,1283600,1382000,1481500,,,,,,,,,,,,,,,
280,213,76943,44017,Berea,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5733,1578700,1474200,1411900,1418400,1365700,1338400,1374000,1402000,1426900,1496600,1568000,1653100,122.0,CUYAHOGA COUNTY,OH01806,BEREA,"18,871",8,140,0.0,1.0,1,6,27,105,8,2.0
281,214,77026,44126,Fairview Park,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5747,1716200,1588500,1576600,1604600,1502100,1531500,1571800,1616000,1647200,1716300,1893600,2064600,130.0,CUYAHOGA COUNTY,OH01819,FAIRVIEW PARK,"16,307",18,176,1.0,1.0,4,12,14,155,7,1.0
282,215,76915,43952,Steubenville,OH,Weirton-Steubenville,JEFFERSON COUNTY,5759,708900,667100,653300,651400,636200,607400,592400,662300,599900,626300,707600,822000,325.0,JEFFERSON COUNTY,OH04103,STEUBENVILLE,"17,979",49,"1,132",3.0,4.0,11,31,89,"1,021",22,6.0
283,216,76970,44057,Madison,OH,Cleveland-Elyria,LAKE COUNTY,5762,1700800,1659000,1549800,1498300,1405500,1419200,1410600,1465000,1417500,1449000,1525000,1631700,219.0,LAKE COUNTY,OH02535,MADISON TOWNSHIP,"18,661",19,187,0.0,2.0,5,12,51,129,7,0.0
284,216,76970,44057,Madison,OH,Cleveland-Elyria,LAKE COUNTY,5762,1700800,1659000,1549800,1498300,1405500,1419200,1410600,1465000,1417500,1449000,1525000,1631700,349.0,LAKE COUNTY,OH04318,MADISON TOWNSHIP,"15,380",4,67,0.0,0.0,0,4,8,57,2,0.0
285,217,77392,44906,Mansfield,OH,Mansfield,RICHLAND COUNTY,5770,1057000,968900,917300,855300,835700,817600,800300,805100,821900,823000,854600,947100,543.0,RICHLAND COUNTY,OH07001,MANSFIELD,"46,507",248,"2,392",7.0,45.0,75,121,569,"1,745",78,19.0
286,218,77343,44830,Fostoria,OH,Tiffin,SENECA COUNTY,5788,964500,900700,875500,876900,802400,770000,759600,755600,773400,833400,866800,893900,,,,,,,,,,,,,,,
287,219,77139,44333,Fairlawn,OH,Akron,SUMMIT COUNTY,5863,2832800,2690800,2617600,2541000,2396400,2425800,2451000,2553200,2594200,2746600,2960200,3106600,,,,,,,,,,,,,,,
288,220,77261,44647,Massillon,OH,Canton-Massillon,STARK COUNTY,5869,1072600,1003700,957500,880800,847900,876000,841500,857600,912700,936600,1008600,1144000,567.0,STARK COUNTY,OH07608,MASSILLON,"32,265",52,401,0.0,14.0,11,27,69,326,6,6.0
289,221,77107,44278,Tallmadge,OH,Akron,SUMMIT COUNTY,5888,1841400,1749200,1673800,1623600,1574500,1557600,1588800,1658200,1707900,1765200,1881400,1976300,530.0,SUMMIT COUNTY,OH07713,TALLMADGE,287,0,5,0.0,0.0,0,0,1,4,0,0.0
290,221,77107,44278,Tallmadge,OH,Akron,SUMMIT COUNTY,5888,1841400,1749200,1673800,1623600,1574500,1557600,1588800,1658200,1707900,1765200,1881400,1976300,593.0,SUMMIT COUNTY,OH07713,TALLMADGE,"17,242",18,329,0.0,6.0,8,4,54,263,12,5.0
291,222,76994,44092,Wickliffe,OH,Cleveland-Elyria,LAKE COUNTY,5909,1666000,1552700,1448200,1418900,1340500,1271900,1267900,1292300,1260600,1341200,1395900,1439400,347.0,LAKE COUNTY,OH04311,WICKLIFFE,"12,679",9,152,0.0,0.0,4,5,26,118,8,0.0
292,223,76968,44055,Lorain,OH,Cleveland-Elyria,LORAIN COUNTY,5920,930300,804600,655400,604200,465500,466500,510900,492500,496100,593000,638500,663000,375.0,LORAIN COUNTY,OH04705,LORAIN,"63,672",373,"2,019",2.0,30.0,87,254,590,"1,335",94,11.0
293,224,77665,45426,Trotwood,OH,Dayton,MONTGOMERY COUNTY,5975,1226400,1092900,944600,863600,792600,743400,726400,715800,739800,785800,858400,911600,464.0,DAYTON,OH05712,TROTWOOD,"24,308",69,891,3.0,15.0,35,16,257,489,145,6.0
294,225,77086,44241,Streetsboro,OH,Akron,PORTAGE COUNTY,5984,1659300,1622700,1572300,1542600,1520500,1535500,1585800,1598100,1650800,1730700,1841200,1957000,526.0,PORTAGE COUNTY,OH06712,STREETSBORO,"16,308",11,343,0.0,2.0,5,4,24,309,10,0.0
295,226,77153,44410,Cortland,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,5992,1350700,1315500,1287100,1276800,1245400,1311500,1369200,1322100,1363400,1420200,1520000,1624200,611.0,TRUMBULL COUNTY,OH07808,CORTLAND,"6,844",1,46,0.0,0.0,1,0,6,39,1,0.0
296,227,77899,45895,Wapakoneta,OH,Wapakoneta,AUGLAIZE COUNTY,6086,1298000,1157800,1145700,1113800,1091700,1050500,1096200,1148900,1212800,1288800,1386200,1463500,30.0,AUGLAIZE COUNTY,OH00602,WAPAKONETA,"9,809",14,164,0.0,6.0,3,5,25,137,2,1.0
297,228,76992,44089,Vermilion,OH,Cleveland-Elyria,LORAIN COUNTY,6109,1688100,1633800,1547000,1489200,1413100,1462300,1492900,1461700,1465500,1480500,1574400,1644200,178.0,LORAIN COUNTY,OH02204,VERMILION,"4,603",1,41,0.0,0.0,0,1,6,35,0,0.0
298,228,76992,44089,Vermilion,OH,Cleveland-Elyria,LORAIN COUNTY,6109,1688100,1633800,1547000,1489200,1413100,1462300,1492900,1461700,1465500,1480500,1574400,1644200,372.0,LORAIN COUNTY,OH02204,VERMILION,"5,778",2,54,0.0,1.0,0,1,8,45,1,0.0
299,229,77032,44132,Euclid,OH,Cleveland-Elyria,CUYAHOGA COUNTY,6136,1339800,1141900,900400,900600,865600,680100,715500,780500,792600,800000,942700,939300,129.0,CUYAHOGA COUNTY,OH01818,EUCLID,"47,270",303,"1,267",4.0,26.0,118,155,226,910,131,6.0
300,230,77660,45419,Oakwood,OH,Dayton,MONTGOMERY COUNTY,6184,1835100,1736100,1691700,1673700,1586700,1579100,1584500,1624400,1738500,1845300,1918300,2037500,,,,,,,,,,,,,,,
301,231,77511,45220,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,6186,2295100,2342900,2142000,2098400,2107000,2223100,2242200,2276700,2381500,2539200,2686600,2968100,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
302,232,77652,45410,Dayton,OH,Dayton,MONTGOMERY COUNTY,6215,0,0,0,345600,560800,558800,574800,527300,466000,533900,625900,725800,456.0,DAYTON,OH05702,DAYTON,"140,171","1,232","6,083",30.0,122.0,393,687,"1,779","3,688",616,26.0
303,233,77306,44706,Canton,OH,Canton-Massillon,STARK COUNTY,6231,1113400,1011800,946300,910100,848000,799200,818500,877800,892500,939400,1008800,1129000,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
304,234,77393,44907,Mansfield,OH,Mansfield,RICHLAND COUNTY,6289,1130600,1031900,980300,908100,896900,881200,872700,882400,904500,931100,998800,1013500,543.0,RICHLAND COUNTY,OH07001,MANSFIELD,"46,507",248,"2,392",7.0,45.0,75,121,569,"1,745",78,19.0
305,235,76945,44022,Chagrin Falls,OH,Cleveland-Elyria,GEAUGA COUNTY,6290,4204700,3865600,3758400,3678600,3468600,3512100,3613200,3710000,3767900,3904300,4089700,4289900,,,,,,,,,,,,,,,
306,236,76946,44023,Chagrin Falls,OH,Cleveland-Elyria,GEAUGA COUNTY,6298,3333400,3066100,2972100,3042500,2924600,2890700,2975400,3114600,3183900,3316300,3494400,3618500,,,,,,,,,,,,,,,
307,237,77695,45504,Springfield,OH,Springfield,CLARK COUNTY,6330,1361500,1289900,1254100,1204000,1156900,1148900,1176000,1189800,1223800,1268300,1345000,1467900,71.0,CLARK COUNTY,OH01202,SPRINGFIELD,"58,843",370,"4,024",9.0,25.0,177,159,"1,040","2,691",293,76.0
308,238,76726,43528,Holland,OH,Toledo,LUCAS COUNTY,6406,2167900,2055300,1897500,1912900,1834700,1836300,1915500,1987500,2058700,2137800,2204100,2306100,388.0,LUCAS COUNTY,OH04810,HOLLAND,"1,662",7,349,0.0,1.0,4,2,10,335,4,3.0
309,239,77632,45377,Vandalia,OH,Dayton,MONTGOMERY COUNTY,6427,1608100,1523300,1437600,1433400,1342900,1356600,1379200,1407400,1375700,1430400,1485600,1601100,465.0,DAYTON,OH05713,VANDALIA,"15,022",26,310,0.0,10.0,11,5,66,219,25,2.0
310,240,77605,45344,New Carlisle,OH,Springfield,CLARK COUNTY,6429,1205300,1154500,1123800,1072300,1027100,1006600,1023100,1039600,1026300,1028400,1145300,1256700,,,,,,,,,,,,,,,
311,241,77500,45209,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,6441,2189200,2133500,2080300,2000600,1990800,2063300,2108600,2132200,2372900,2645600,2866200,3073700,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
312,242,77693,45502,Northridge,OH,Springfield,CLARK COUNTY,6461,1765800,1688400,1651800,1592600,1553400,1537700,1586500,1630400,1731800,1818500,1908100,2017000,,,,,,,,,,,,,,,
313,243,77161,44420,Girard,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,6526,935200,887400,823000,790700,747800,724000,714800,705200,730700,755000,811800,883800,,,,,,,,,,,,,,,
314,244,76709,43506,Bryan,OH,,WILLIAMS COUNTY,6538,1258800,1197000,1114200,1102800,1070000,1073300,1121800,1123800,1151200,1206000,1271500,1334800,,,,,,,,,,,,,,,
315,245,77896,45891,Van Wert,OH,Van Wert,VAN WERT COUNTY,6592,1060500,1009600,963400,999100,950000,916100,939700,896400,928800,1027500,1044000,1182200,637.0,VAN WERT COUNTY,OH08101,VAN WERT,"10,713",22,330,1.0,7.0,3,11,56,268,6,0.0
316,246,77582,45320,Eaton,OH,,PREBLE COUNTY,6618,0,0,0,871800,1630100,1434600,1164400,1170200,1196500,1192300,1242600,1428500,,,,,,,,,,,,,,,
317,247,77537,45246,Springdale,OH,Cincinnati,HAMILTON COUNTY,6623,1490000,1418800,1311300,1295900,1282900,1253300,1249200,1260100,1338100,1384800,1457000,1555100,283.0,HAMILTON COUNTY,OH03133,SPRINGDALE,"11,203",0,0,0.0,0.0,0,0,0,0,0,0.0
318,248,77821,45804,Lima,OH,Lima,ALLEN COUNTY,6661,432900,404800,384000,372300,347800,335400,319800,321500,316300,305700,296200,300400,7.0,ALLEN COUNTY,OH00204,LIMA,"37,220",275,"1,982",5.0,52.0,81,137,569,"1,334",79,20.0
319,249,77497,45206,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,6681,1261500,1215800,1102600,1001300,1024100,1028900,1028100,1037300,1201500,1400100,1560300,1736500,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
320,250,77165,44425,Hubbard,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,6687,975200,933900,894100,885800,858700,873200,859800,881300,889300,905900,941300,1048000,607.0,TRUMBULL COUNTY,OH07802,HUBBARD,"7,533",8,110,0.0,3.0,0,5,10,99,1,2.0
321,251,76950,44030,Conneaut,OH,Ashtabula,ASHTABULA COUNTY,6745,974700,947400,909400,903200,835700,816800,838900,854600,822100,844400,868100,914000,,,,,,,,,,,,,,,
322,252,77520,45229,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,6758,1682400,1523800,1419500,1412300,1346200,1354800,1383800,1387500,1444800,1544800,1757900,1840100,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
323,253,76957,44041,Geneva,OH,Ashtabula,ASHTABULA COUNTY,6763,1255900,1231300,1178300,1187600,1121200,1122100,1151600,1176600,1131500,1179100,1219500,1280800,19.0,ASHTABULA COUNTY,OH00405,GENEVA-ON-THE-LAKE,"1,199",7,33,0.0,3.0,1,3,7,24,2,0.0
324,254,77040,44140,Bay Village,OH,Cleveland-Elyria,CUYAHOGA COUNTY,6788,2340800,2216500,2169400,2255000,2125100,2192400,2302300,2371100,2404500,2567300,2854300,3007300,119.0,CUYAHOGA COUNTY,OH01801,BAY VILLAGE,"15,327",2,73,0.0,1.0,0,1,11,61,1,0.0
325,255,76913,43950,Saint Clairsville,OH,Wheeling,BELMONT COUNTY,6836,1289800,1306300,1344100,1340000,1406000,1403700,1541900,1575400,1627600,1655100,1755700,1819200,41.0,BELMONT COUNTY,OH00707,ST. CLAIRSVILLE,"5,096",1,9,0.0,0.0,0,1,1,8,0,0.0
326,256,77134,44321,Copley,OH,Akron,SUMMIT COUNTY,6858,2302500,2368700,2245500,2183300,2178300,2159800,2120500,2322400,2279700,2467500,2638200,2723600,600.0,SUMMIT COUNTY,OH07727,COPLEY TOWNSHIP,"17,280",15,163,1.0,1.0,2,11,24,133,6,0.0
327,257,77514,45223,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,6879,1000800,917200,799400,777600,758800,740800,746000,761600,873300,1064500,1265000,1533600,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
328,258,77115,44301,Akron,OH,Akron,SUMMIT COUNTY,6882,978500,894200,760500,702800,609500,698800,649800,635600,606300,612600,633200,773100,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
329,259,77390,44904,Lexington,OH,Mansfield,RICHLAND COUNTY,6899,1591200,1467900,1389900,1328800,1299800,1295500,1293800,1342300,1420900,1495400,1551300,1703500,549.0,RICHLAND COUNTY,OH07007,LEXINGTON,"4,686",0,9,0.0,0.0,0,0,1,8,0,1.0
330,260,77348,44839,Huron,OH,Sandusky,ERIE COUNTY,6912,1858900,1775200,1709700,1651600,1606100,1629600,1665700,1718900,1722500,1769500,1859300,1960600,176.0,ERIE COUNTY,OH02202,HURON,"6,950",4,116,0.0,1.0,1,2,24,92,0,0.0
331,261,77534,45243,Madeira,OH,Cincinnati,HAMILTON COUNTY,7049,3584100,3568900,3328200,3292000,3284200,3443600,3509100,3554100,3923000,4348400,4760300,5011400,,,,,,,,,,,,,,,
332,262,76535,43125,Groveport,OH,Columbus,FRANKLIN COUNTY,7057,1723200,1631500,1557000,1524300,1440300,1441000,1445900,1463600,1610000,1670700,1847600,2043200,213.0,FRANKLIN COUNTY,OH02516,GROVEPORT,"5,583",12,185,0.0,3.0,6,3,29,144,12,1.0
333,263,77540,45249,Montgomery,OH,Cincinnati,HAMILTON COUNTY,7138,3826300,3564900,3392600,3328000,3353700,3527400,3568900,3620200,3928500,4137900,4399000,4551500,277.0,HAMILTON COUNTY,OH03123,MONTGOMERY,"10,638",4,152,0.0,2.0,1,1,8,139,5,0.0
334,264,77524,45233,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,7159,2440200,2319700,2149500,2079300,2117800,2096700,2058700,2043800,2118600,2233400,2414500,2518800,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
335,265,77377,44875,Shelby,OH,Mansfield,RICHLAND COUNTY,7180,1151700,1060600,1005300,944700,930300,921200,924600,947500,986500,1014900,997500,1114600,547.0,RICHLAND COUNTY,OH07004,SHELBY,"8,987",11,262,0.0,9.0,0,2,54,205,3,1.0
336,266,77019,44119,Cleveland,OH,Cleveland-Elyria,CUYAHOGA COUNTY,7203,1204200,1078500,857900,816800,682700,576500,568900,643300,648300,703400,803400,819900,117.0,CUYAHOGA COUNTY,OHCLP00,CLEVELAND,"385,351","5,999","18,944",107.0,497.0,"2,697","2,698","5,853","9,696","3,395",253.0
337,266,77019,44119,Cleveland,OH,Cleveland-Elyria,CUYAHOGA COUNTY,7203,1204200,1078500,857900,816800,682700,576500,568900,643300,648300,703400,803400,819900,128.0,CUYAHOGA COUNTY,OH01817,EAST CLEVELAND,"17,178",136,339,5.0,8.0,83,40,100,89,150,3.0
338,267,77041,44141,Brecksville,OH,Cleveland-Elyria,CUYAHOGA COUNTY,7207,2921600,2783300,2704900,2632100,2599000,2620400,2683400,2770800,2862000,2975000,3183000,3342700,123.0,CUYAHOGA COUNTY,OH01808,BRECKSVILLE,"13,432",2,52,0.0,1.0,0,1,4,47,1,0.0
339,268,77314,44718,Canton,OH,Canton-Massillon,STARK COUNTY,7221,2444100,2240400,2141700,2085000,2066800,2021100,2119600,2188400,2263900,2427000,2487200,2654500,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
340,269,77504,45213,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,7278,1593500,1577700,1485400,1439000,1413700,1436900,1455800,1476700,1568300,1711400,1920900,2118500,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
341,270,77396,45002,Cleves,OH,Cincinnati,HAMILTON COUNTY,7369,2484900,2332500,2155900,2093500,2056800,2099200,2130800,2112000,2250800,2266200,2432100,2590100,263.0,HAMILTON COUNTY,OH03106,CLEVES,"3,418",0,1,0.0,0.0,0,0,0,1,0,0.0
342,271,76497,43064,Plain City,OH,Columbus,UNION COUNTY,7394,2356700,2267100,2243300,2274500,2154600,2195600,2232500,2319000,2557300,2912300,3074600,3331600,,,,,,,,,,,,,,,
343,272,77890,45885,Saint Marys,OH,Wapakoneta,AUGLAIZE COUNTY,7444,973900,1026400,1021400,1001400,986000,962200,1018900,1059100,1103600,1163500,1239000,1320800,29.0,AUGLAIZE COUNTY,OH00601,ST. MARYS,"8,215",3,129,0.0,0.0,1,2,34,89,6,2.0
344,273,77017,44117,Euclid,OH,Cleveland-Elyria,CUYAHOGA COUNTY,7465,1400200,1251000,1087900,1078000,943600,838800,795800,800000,856800,914600,1008200,1047600,129.0,CUYAHOGA COUNTY,OH01818,EUCLID,"47,270",303,"1,267",4.0,26.0,118,155,226,910,131,6.0
345,274,77316,44721,Canton,OH,Canton-Massillon,STARK COUNTY,7469,1707100,1631300,1532300,1536800,1509900,1545400,1619800,1690900,1748700,1802900,1901100,2000900,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
346,275,77656,45415,Clayton,OH,Dayton,MONTGOMERY COUNTY,7477,1577400,1486200,1368100,1319000,1190100,1143400,1177700,1126900,1194700,1289500,1375300,1475800,463.0,DAYTON,OH05711,CLAYTON,"13,149",5,118,0.0,0.0,4,1,17,92,9,0.0
347,276,76752,43558,Swanton,OH,Toledo,FULTON COUNTY,7490,1642600,1558200,1493700,1453700,1409200,1401100,1441300,1512800,1518100,1620200,1722100,1846800,226.0,FULTON COUNTY,OH02604,SWANTON,"3,768",5,51,0.0,4.0,0,1,8,39,4,0.0
348,276,76752,43558,Swanton,OH,Toledo,FULTON COUNTY,7490,1642600,1558200,1493700,1453700,1409200,1401100,1441300,1512800,1518100,1620200,1722100,1846800,382.0,FULTON COUNTY,OH02604,SWANTON,145,0,1,0.0,0.0,0,0,0,1,0,0.0
349,277,77277,44667,Orrville,OH,Wooster,WAYNE COUNTY,7513,1383000,1327900,1307000,1244000,1229600,1255400,1304200,1338400,1382800,1456400,1508000,1559000,659.0,WAYNE COUNTY,OH08501,ORRVILLE,"8,527",15,107,0.0,6.0,0,9,17,84,6,0.0
350,278,77432,45067,Trenton,OH,Cincinnati,BUTLER COUNTY,7514,1589000,1483500,1416800,1400700,1339600,1352500,1378600,1412300,1465900,1556700,1641200,1764200,,,,,,,,,,,,,,,
351,279,76916,43953,Wintersville,OH,Weirton-Steubenville,JEFFERSON COUNTY,7515,0,0,0,0,0,0,0,0,1161000,1080200,1128500,1176600,,,,,,,,,,,,,,,
352,280,77096,44260,Mogadore,OH,Akron,PORTAGE COUNTY,7518,1677300,1617200,1563900,1520600,1486600,1468500,1482600,1492400,1506900,1584200,1661900,1750800,529.0,PORTAGE COUNTY,OH07708,MOGADORE,"1,002",0,12,0.0,0.0,0,0,3,9,0,0.0
353,280,77096,44260,Mogadore,OH,Akron,PORTAGE COUNTY,7518,1677300,1617200,1563900,1520600,1486600,1468500,1482600,1492400,1506900,1584200,1661900,1750800,589.0,PORTAGE COUNTY,OH07708,MOGADORE,"2,827",0,37,0.0,0.0,0,0,9,27,1,0.0
354,281,77761,45694,Wheelersburg,OH,Portsmouth,SCIOTO COUNTY,7534,0,0,0,571500,1005600,1036700,1154000,1132000,1106600,1150400,1221500,1295800,,,,,,,,,,,,,,,
355,282,76756,43567,Wauseon,OH,Toledo,FULTON COUNTY,7579,1364200,1303200,1256800,1244200,1218100,1233300,1281900,1361500,1408100,1492600,1557700,1610500,227.0,FULTON COUNTY,OH02605,WAUSEON,"7,407",10,169,0.0,1.0,1,8,14,151,4,0.0
356,283,77232,44614,Canal Fulton,OH,Canton-Massillon,STARK COUNTY,7597,1677900,1613300,1503900,1464100,1367900,1398400,1455800,1508300,1544200,1598200,1728400,1848200,570.0,STARK COUNTY,OH07603,CANAL FULTON,"5,428",2,75,0.0,1.0,0,1,26,47,2,0.0
357,284,77329,44811,Bellevue,OH,Fremont,SANDUSKY COUNTY,7617,956300,970000,1149500,1140300,1091600,1058000,1090000,1074800,1036100,1058800,1116500,1196100,,,,,,,,,,,,,,,
358,285,76967,44054,Sheffield Lake,OH,Cleveland-Elyria,LORAIN COUNTY,7666,1411700,1331900,1217900,1221100,1144900,1072900,1155600,1131000,1164700,1256000,1371600,1459400,378.0,LORAIN COUNTY,OH04708,SHEFFIELD LAKE,"8,983",7,115,0.0,5.0,2,0,23,84,8,0.0
359,286,76476,43031,Johnstown,OH,Columbus,LICKING COUNTY,7686,2084900,1982700,1904000,1920800,1883600,1882600,2288300,3371300,3382600,2623800,2561400,2849500,363.0,LICKING COUNTY,OH04509,JOHNSTOWN,"5,025",2,63,0.0,1.0,0,1,4,56,3,0.0
360,287,77572,45309,Brookville,OH,Dayton,MONTGOMERY COUNTY,7712,1564000,1487400,1388200,1398500,1267300,1254000,1218800,1227700,1356600,1394600,1566600,1666200,468.0,DAYTON,OH05716,BROOKVILLE,"5,896",6,67,0.0,3.0,3,0,15,47,5,0.0
361,288,77391,44905,Mansfield,OH,Mansfield,RICHLAND COUNTY,7759,967300,889400,845200,788800,783900,763600,752000,764200,778600,788600,811500,942800,543.0,RICHLAND COUNTY,OH07001,MANSFIELD,"46,507",248,"2,392",7.0,45.0,75,121,569,"1,745",78,19.0
362,289,77824,45807,Elida,OH,Lima,ALLEN COUNTY,7771,1467800,1420600,1383800,1374500,1330900,1331000,1382800,1423900,1472200,1552700,1625000,1677700,11.0,ALLEN COUNTY,OH00207,ELIDA,"1,836",1,4,0.0,0.0,0,1,1,3,0,0.0
363,290,77676,45439,Moraine,OH,Dayton,MONTGOMERY COUNTY,7798,1116900,1101300,1042300,1007100,881000,821900,857800,856300,861500,900700,1005900,1071800,462.0,DAYTON,OH05709,MORAINE,"6,360",27,541,0.0,8.0,10,9,60,456,25,4.0
364,291,77772,45714,Belpre,OH,Marietta,WASHINGTON COUNTY,7822,1079000,1094200,1050100,1071300,1047400,1058300,1140000,1159000,1237600,1258300,1287500,1421600,654.0,WASHINGTON COUNTY,OH08401,BELPRE,"6,466",2,76,0.0,0.0,0,2,15,56,5,0.0
365,292,77404,45015,Hamilton,OH,Cincinnati,BUTLER COUNTY,7830,1135000,1119800,1029300,980700,841800,765300,797300,819800,843300,922600,1015600,1072000,53.0,BUTLER COUNTY,OH00902,HAMILTON,"62,094",312,"2,608",3.0,75.0,111,123,716,"1,890",2,33.0
366,293,76682,43440,Marblehead,OH,Port Clinton,OTTAWA COUNTY,7840,1937300,1831700,1774000,1809700,1776500,1843100,1959700,2010000,2050700,2139300,2236500,2292400,,,,,,,,,,,,,,,
367,294,76969,44056,Macedonia,OH,Akron,SUMMIT COUNTY,7868,2235600,2082100,2038400,2026400,1962500,2005600,2053200,2102900,2178700,2259600,2370600,2547600,588.0,SUMMIT COUNTY,OH07707,MACEDONIA,"12,027",5,206,0.0,1.0,1,3,14,189,3,1.0
368,295,77471,45152,Morrow,OH,Cincinnati,WARREN COUNTY,7959,2123600,2079500,1991500,1921400,1848200,1875600,1919000,1962600,2058400,2177200,2385700,2516700,,,,,,,,,,,,,,,
369,296,77443,45106,Bethel,OH,Cincinnati,CLERMONT COUNTY,7970,1389200,1299800,1139700,1157000,1116500,1073200,1031500,1216500,1258400,1322800,1454500,1550200,78.0,CLERMONT COUNTY,OH01302,BETHEL,"2,791",3,87,0.0,0.0,0,3,14,71,2,0.0
370,297,76469,43023,Granville,OH,Columbus,LICKING COUNTY,7975,2801300,2687900,2632800,2664600,2567900,2579700,3200200,4758200,4953400,3871600,3575300,3782900,361.0,LICKING COUNTY,OH04503,GRANVILLE,"5,787",0,39,0.0,0.0,0,0,5,32,2,0.0
371,298,77726,45648,Lucasville,OH,Portsmouth,SCIOTO COUNTY,7980,0,0,0,479000,837400,880500,977100,979300,967900,992200,1054300,1090700,,,,,,,,,,,,,,,
372,299,77233,44615,Carrollton,OH,Canton-Massillon,CARROLL COUNTY,7994,965400,925700,910200,939100,895100,883800,911100,978300,973200,985500,1065500,1166100,,,,,,,,,,,,,,,
373,300,77823,45806,Fort Shawnee,OH,Lima,ALLEN COUNTY,8056,1299300,1259400,1211900,1210600,1155400,1151200,1172500,1203300,1265100,1347600,1403400,1457600,12.0,ALLEN COUNTY,OH00211,SHAWNEE TOWNSHIP,"12,096",14,135,1.0,4.0,3,6,24,108,3,0.0
374,301,77192,44471,Struthers,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,8074,815400,714800,648600,666700,689500,630800,563300,568600,587900,620300,653100,701600,411.0,MAHONING COUNTY,OH05008,STRUTHERS,"10,228",15,216,0.0,1.0,4,10,58,148,10,0.0
